id,vid,name,artist,genre,tages,created_at,,staff,likes,director
148,LKYPYj2XX80,Around the World,Daft Punk,", house, electronic, disco, dance,",,12/25/15 0:00,,0,0,
214,CZa2lY9CFyM,DIP,Danny Brown,", alternative hip hop,",,12/25/15 0:00,,0,0,
213,NHfWY0is3rE,Grown Up,Danny Brown,", alternative hip hop,",,12/25/15 0:00,,0,0,
108,d0s0XHVUGF0,25 Bucks,Danny Brown,", alternative hip hop,",,12/25/15 0:00,,0,0,
309,2QT5eGHCJdE,Youth,Daughter,", indie folk, alternative rock, ambient indie rock, folk rock, neo folk,",,12/25/15 0:00,,0,0,
122,JRfuAukYTKg,Titanium,David Guetta,", edm, house, progressive house, electro house, dance pop,",,12/25/15 0:00,,0,0,
460,ZTidn2dBYbY,True Survivor,David Hasselhoff,", pop, rock,",,12/25/15 0:00,,0,0,
343,qwyzdWVDGZ4,All I Want,Dawn Golden,", alternative,",,12/25/15 0:00,,0,0,
361,Pphrk6wE5aw,The Sound of Settling,Death Cab For Cutie,", alternative rock, indie pop, indie rock,",,12/25/15 0:00,,0,0,
362,uizQVriWp8M,Soul Meets Body,Death Cab For Cutie,", alternative rock, indie pop, indie rock,",,12/25/15 0:00,,0,0,
363,pq-yP7mb8UE,I Will Possess Your Heart,Death Cab For Cutie,", alternative rock, indie pop, indie rock,",,12/25/15 0:00,,0,0,
174,uMK0prafzw0,Ugly Boy,DIE ANTWOOD,", alternative hip hop, rave,",,12/25/15 0:00,,0,0,
181,YMPF6lpM0XM,Stillness is the Move,Dirty Projectors,", indie rock, experimental pop,",,12/25/15 0:00,,0,0,
182,vlvKLNghq6Y,About to Die,Dirty Projectors,", indie rock, experimental pop,",,12/25/15 0:00,,0,0,
183,vncbG-QJlng,Hi Custodian,Dirty Projectors,", indie rock, experimental pop,",,12/25/15 0:00,,0,0,
47,bkk2H3Ztrfk,White Noise,Disclosure,", house, deep house, uk garage, synthpop, future garage, uk funky,",,12/25/15 0:00,,0,0,
73,_zPlr-o-YEQ,"You and Me (Flume Remix),",Disclosure,", house, deep house, uk garage, synthpop, future garage, uk funky,",,12/25/15 0:00,,0,0,
189,4nsKDJlpUbA,When a Fire Starts to Burn,Disclosure,", house, deep house, uk garage, synthpop, future garage, uk funky,",,12/25/15 0:00,,0,0,
427,ySqBdoS0Xo0,What's In Your Head,Disclosure,", house, deep house, uk garage, synthpop, future garage, uk funky,",,12/25/15 0:00,,0,0,
421,hN-HKyBivTk,Too Much (Jarreau Vandal Remix),Drake,", hip hop, r&b,",,12/25/15 0:00,,0,0,
17,J2ouQMCcOz4,NRG,Duck Sauce,", house, nu-disco, dance,",weird/strange/sales/show,12/25/15 0:00,,0,0,
170,FCbWLSZrZfw,Chum,Earl Sweatshirt,", hip hop, horrorcore,",,12/25/15 0:00,,0,0,
423,tZ5Mu2gs-M8,Grief,Earl Sweatshirt,", hip hop, horrorcore,",,12/25/15 0:00,,0,0,
134,0FcDXL5Aw0o,Hive,Earl Sweatshirt,", hip hop, horrorcore,",,12/25/15 0:00,,0,0,
394,Orq_75kFi8I,Bloodstream,Ed Sheeran ,", acoustic, folk, pop,",,12/25/15 0:00,,0,0,
84,Or-GhD9nZkg,"Stereo Love (Molella Remix),",Edward Maya,", house, electronic,",,12/25/15 0:00,,0,0,
91,4306i99LMXo,Home,Edward Sharpe,", indie folk, psychedelic folk, folk rock, freak folk, new weird america, neo-psychedelia,",,12/25/15 0:00,,0,0,
96,buQpcpQqdKo,Desert Song,Edward Sharpe,", indie folk, psychedelic folk, folk rock, freak folk, new weird america, neo-psychedelia,",,12/25/15 0:00,,0,0,
97,7gwXpLpfb3Y,Kisses Over Babylon,Edward Sharpe,", indie folk, psychedelic folk, folk rock, freak folk, new weird america, neo-psychedelia,",,12/25/15 0:00,,0,0,
98,0GSLAZg3n8I,Better Days,Edward Sharpe,", indie folk, psychedelic folk, folk rock, freak folk, new weird america, neo-psychedelia,",,12/25/15 0:00,,0,0,
99,sxkZFj60piw,Let's Get High,Edward Sharpe,", indie folk, psychedelic folk, folk rock, freak folk, new weird america, neo-psychedelia,",,12/25/15 0:00,,0,0,
100,V8sa6qiHx7A,40 Day Dream,Edward Sharpe,", indie folk, psychedelic folk, folk rock, freak folk, new weird america, neo-psychedelia,",,12/25/15 0:00,,0,0,
85,WL1hlzLsUaU,Calabria,Enur,", house, techno, reggae fusion,",,12/25/15 0:00,,0,0,
198,ViPQ-RIPmKk,Bounce,DJ Ele,", electronic, comedy,",,12/25/15 0:00,,0,0,
383,ioq_t_GHBtg,Tether,Eric Prydz,", house, techno, progressive house, tech house,",,12/25/15 0:00,,0,0,
457,i_kF4zLNKio,Trap Queen (Official Video) Prod. By Tony Fadd,Fetty Wap,", hip hop, r&b,",,12/25/15 0:00,,0,0,
458,Pzz4Z-O7710,"""679"" feat. Remy Boyz [Official Video]",Fetty Wap,", hip hop, r&b,",,12/25/15 0:00,,0,0,
11,3yDP9MKVhZc,Two Weeks,FKA twigs,", trip hop, experimental, alternative r&b, electronic, indielectronica,",throne/queen,12/25/15 0:00,,0,0,
200,kfzRXseSBIM,Palm Trees,Flatbush Zombies,", rap,",,12/25/15 0:00,,0,0,
34,b7xRNspm1Sg,With You,Flight Facilities,", disco, house, indie pop,electronic,",,12/25/15 0:00,,0,0,
68,JI6fDb6IBmU,Foreign Language,Flight Facilities,", disco, house, indie pop,electronic,",,12/25/15 0:00,,0,0,
216,FdsvtnOoFAg,I Didn't Believe,Flight Facilities,", disco, house, indie pop,electronic,",,12/25/15 0:00,,0,0,
217,r0bS-YnLf4s,Crave You,Flight Facilities,", disco, house, indie pop,electronic,",,12/25/15 0:00,,0,0,
452,Jcu1AHaTchM,Claire de Lune,Flight Facilities,", disco, house, indie pop,electronic,",,12/25/15 0:00,,0,0,
21,hZSrzL-kb38,Sleepless,Flume,", electronic, downtempo, experimental, trip hop,",,12/25/15 0:00,,0,0,
23,bQz3A8qy0VE,Warm Thoughts,Flume,", electronic, downtempo, experimental, trip hop,",,12/25/15 0:00,,0,0,
35,sRnMPHYqgh8,Space Cadet ,Flume,", electronic, downtempo, experimental, trip hop,",,12/25/15 0:00,,0,0,
439,aAEQt7wq44w,Sleepless,Flume,", electronic, downtempo, experimental, trip hop,",,12/25/15 0:00,,0,0,
272,RRNqRuyFSXk,Do Or Die,Flux Pavilion,", dubstep, drum and bass,electronica, dance,electro house,",,12/25/15 0:00,,0,0,
33,0ScYz9sNaQk,Zodiac Shit,Flying Lotus,", electronic, experimental hip hop, idm, jazz,",,12/25/15 0:00,,0,0,
208,2uCyv05SG1g,MmmHmm,Flying Lotus,", electronic, experimental hip hop, idm, jazz,",,12/25/15 0:00,,0,0,
131,2lXD0vv-ds8,Never Catch Me,Flying Lotus,", electronic, experimental hip hop, idm, jazz,",,12/25/15 0:00,,0,0,
288,_GMQLjzVGfw,Houdini,Foster The People,", indie pop, alternative rock, indielectronica, alternative dance, neo-psychedelia,",,12/25/15 0:00,,0,0,
289,1prhCWO_518,Call It What You Want,Foster The People,", indie pop, alternative rock, indielectronica, alternative dance, neo-psychedelia,",,12/25/15 0:00,,0,0,
290,ABzh6hTYpb8,Helena Beat,Foster The People,", indie pop, alternative rock, indielectronica, alternative dance, neo-psychedelia,",,12/25/15 0:00,,0,0,
310,oLGnR0UldCM,Solace,Fyfe,", alternative,",,12/25/15 0:00,,0,0,
169,CxnaPa8ohmM,I Mean It,G-Eazy,", hip hop,",,12/25/15 0:00,,0,0,
201,eEWYwQR9jPE,Tumblr Girls,G-Eazy,", hip hop,",,12/25/15 0:00,,0,0,
306,P8iqTWn7xbg,Runaround Sue,G-Eazy,", hip hop,",,12/25/15 0:00,,0,0,
202,GnXqUHgNgs0,LOADED,G-Eazy,", hip hop,",,12/25/15 0:00,,0,0,
342,vm3JMC2HiWc,Move On,Garden City Movement,", electronic, chillwave, indie pop, trip hop,",,12/25/15 0:00,,0,0,
411,WhmyWYmO3uA,Seconds,Ghost Loft,", electronic, r&b,",,12/25/15 0:00,,0,0,
412,nmPSlcRfwmk,So High,Ghost Loft,", electronic, r&b,",,12/25/15 0:00,,0,0,
55,Ra9lFNglvIQ,All My Life,Gigamesh,", electronic, retro,",,12/25/15 0:00,,0,0,
325,nVnNGDWJDKg,Don't Stop,Gigamesh,", electronic, retro,",,12/25/15 0:00,,0,0,
336,Wgz-PvgiO9M,Dream On,Gigamesh,", electronic, retro,",,12/25/15 0:00,,0,0,
63,3Hv1DElPXV0,Tell Me,Giraffage,", electronic, dreampop, lo-fi, trap,",,12/25/15 0:00,,0,0,
204,OrpXSly9gHY,Even Though,Giraffage ,", electronic, dreampop, lo-fi, trap,",,12/25/15 0:00,,0,0,
450,IIA1XQnAv5s,Gooey,Glass Animals,", indie rock, psychedelic pop, trip hop, indietronica, alternative r&b,",,12/25/15 0:00,,0,0,
82,l35GTSbKMpY,Embrace,Goldroom,", nu-disco, deep house, electropop, tropical house,",,12/25/15 0:00,,0,0,
319,8UVNT4wvIGY,Somebody That I Used To Know,Gotye,", indie rock, alternative rock, indie pop, trip hop,",,12/25/15 0:00,,0,0,
79,SyTchswHxhY,You're the One For Me,Great Good Fine OK,", pop,",,12/25/15 0:00,,0,0,
59,JtH68PJIQLE,Oblivion,Grimes,", synthpop, futurepop, dreampop, dance,",,12/25/15 0:00,,0,0,
4,1FH-q0I1fJY,Genesis,Grimes,", synthpop, futurepop, dreampop, dance,",weird/chill/relaxed,12/25/15 0:00,,0,0,
244,N9XKLqGqwLA,REALiTi,Grimes,", synthpop, futurepop, dreampop, dance,",,12/25/15 0:00,,0,0,
90,OJpC9JqSnJk,The Knife,Grizzly Bear,", indie rock, folk rock, psychadelic pop, neo-psychadelia, art rock, experimental,",,12/25/15 0:00,,0,0,
320,Puph1hejMQE,"Ready, Able",Grizzly Bear,", indie rock, folk rock, psychadelic pop, neo-psychadelia, art rock, experimental,",,12/25/15 0:00,,0,0,
146,0UjAf6ubC5M,Let's Ride,Ground Up,", hip hop,",,12/25/15 0:00,,0,0,
37,jzy2dgEUOhY,Infinity,Guru Josh Project,", dance,",,12/25/15 0:00,,0,0,
385,AIjVpRAXK18,Falling,HAIM,", pop rock, soft rock, r&b,",,12/25/15 0:00,,0,0,
18,MfttyNSCI-g,Permission to Love,Hayden James,", house music,",video games/8 bit/pixels,12/25/15 0:00,,0,0,
83,1Rv6KCBI3vg,Stay,Henry Krinkle,", dance,",,12/25/15 0:00,,0,0,
271,_t431MAUQlQ,No Interruption,Hoodie Allen,", hip hop, alternative hip hop, underground hip hop, hipster pop,",,12/25/15 0:00,,0,0,
358,vQDqpxFw4LU,Show Me What You're Made Of,Hoodie Allen,", hip hop, alternative hip hop, underground hip hop, hipster pop,",,12/25/15 0:00,,0,0,
124,MYSVMgRr6pw,Take Me To Church,Hozier,", indie rock, soul, blues,",,12/25/15 0:00,,0,0,
437,nAzjmDZD4aY,Oya,Ibeya,", soul, r&b, downtempo,electronic, experimental,",,12/25/15 0:00,,0,0,
234,_zR6ROjoOX0,Work,Iggy Azalea,", hip hop, edm,",,12/25/15 0:00,,0,0,
266,VzjQ8-dU3W8,First Day Of Summer,INTUITION ,", hip hop,",,12/25/15 0:00,,0,0,
388,vHU6ZRQJ50Q,G.O.M.D,J. Cole,", hip hop,",,12/25/15 0:00,,0,0,
107,5S6U_krabrk,Life Round Here,James Blake,", electronic, post-dubstep, soul, experimental, alternative r&b,",,12/25/15 0:00,,0,0,
253,LUg7G3CPos0,"Girls, Girls, Girls",Jay-Z,", hip hop,",,12/25/15 0:00,,0,0,
445,ZF2lZesYZo0,Kathy Lee,Jessy Lanza,", pbr&b, synthpop, dance-pop,",,12/25/15 0:00,,0,0,
62,llYWjltBUPU,Tobago,Jonas Rathsman,", electronic,",,12/25/15 0:00,,0,0,
389,URbDgvXiGfg,All I Need,Juicy J.,", hip hop,",,12/25/15 0:00,,0,0,
176,Gxu248aD6PY,New Lands,Justice,", electro house, electronic, nu-disco, electroclash, electronic rock, alternative dance,",,12/25/15 0:00,,0,0,
178,SVq2yMuAMVQ,Civilization,Justice,", electro house, electronic, nu-disco, electroclash, electronic rock, alternative dance,",,12/25/15 0:00,,0,0,
114,Jg5wkZ-dJXA,Runaway (Full Length),Kanye West,", hip hop,",,12/25/15 0:00,,0,0,
69,A6lPmv5g2sA,Nightcall,Kavinsky,", synthpop, new wave, alternative dance,",,12/25/15 0:00,,0,0,
187,TEFKZ-7x7xU,Nightcall,Kavinsky,", synthpop, new wave, alternative dance,",,12/25/15 0:00,,0,0,
274,KLdriwU4mxk,Headson,Kazy Lambist,", electronic, electronica,",,12/25/15 0:00,,0,0,
257,8aShfolR6w8,i,Kendrick Lamar,", alternative, funk,",,12/25/15 0:00,,0,0,
157,7xzU9Qqdqww,Pursuit of Happiness,Kid Cudi feat. Ratatat,", alternative hip hop, neo-psychedelia,",,12/25/15 0:00,,0,0,
246,AmSV2cim0Qg,Make Her Say,"Kid Cudi ft. Kanye West, Common",", hip hop,",,12/25/15 0:00,,0,0,
247,Xt22KvnRSL4,Make Her Say,"Kid Cudi ft. Kanye West, Common",", hip hop,",,12/25/15 0:00,,0,0,
296,Vnoz5uBEWOA,Hideaway,Kiesza,", electronic, electronica,",,12/25/15 0:00,,0,0,
297,kwxIFk3tZSI,Take Me To Church (Hozier Cover),Kiesza,", indie rock, soul,",,12/25/15 0:00,,0,0,
414,N385ebYi3Sw,Locket,Kilo Kish,", alternative,",,12/25/15 0:00,,0,0,
324,hvZJI8rerWA,Rock Bottom,King Krule,", indie rock, punk jazz, jazz fusion, post-punk, hip hop, darkwave,",,12/25/15 0:00,,0,0,
22,79YDgv_zWA4,"Sonnentanz (Sun Don't Shine Remix),",Klangkarussell,", nu-jazz, deep house,",,12/25/15 0:00,,0,0,
116,b6vSf0cA9qY,Jubel,Klingande,", tropical house, deep house,",,12/25/15 0:00,,0,0,
192,6WJFjXtHcy4,Gucci Gucci,Kreayshawn,", hip hop,",,12/25/15 0:00,,0,0,
403,sYLufX5nC30,Firestone,KYGO,", synth-pop,",synth-pop/upbeat,12/25/15 0:00,,0,0,
392,BgfcToAjfdc,Stole The Show,Kygo feat. Parson James,", house, tropical house,",,12/25/15 0:00,,0,0,
267,bqMpt1Ye79A,Silver Platter,KYLE,", hip hop,",,12/25/15 0:00,,0,0,
43,akhmS1D2Ce4,"Summertime Sadness (Cedric Gervais Remix),",Lana Del Rey,", baroque pop, dream pop, indie pop, psychedelic rock, rock, trip hop,",,12/25/15 0:00,,0,0,
219,JRWox-i6aAk,Blue Jeans,Lana Del Rey,", baroque pop, dream pop, indie pop, psychedelic rock, rock, trip hop,",,12/25/15 0:00,,0,0,
360,4knuoIAWweA,Blue Jeans (RAC Remix),Lana Del Rey,", baroque pop, dream pop, indie pop, psychedelic rock, rock, trip hop,",,12/25/15 0:00,,0,0,
334,cE6wxDqdOV0,Video Games ,Lana del Rey,", baroque pop, dream pop, indie pop, psychedelic rock, rock, trip hop,",,12/25/15 0:00,,0,0,
