song_id,spotify_id
44,5OWhsQqUaqHvQwhVSLjOBE
44,3EneOkIIn7gdm8ZzItfTAQ
44,0HSLQNyOkBZupUBurCHZdC
44,4mtCNSfEwcwvm9iLG1bADY
44,25erct5EXEr421xrRI6eOW
44,3khGv4RZorZjm8jDk7SXhj
44,2XtiJWLCPzR9AyUKMEgu3a
44,18l9dai8PHPKp0MzR73toP
46,5r3aYGutXgsxSqB6W3RrzJ
46,6sF1olkhtHf8Wqsfx5hlhR
46,2FsGvAxjBVUCaFrm3uDmHV
46,4srQQlWnjE38SnSmo7laQF
46,3kuoLDPsZhuKXxGRxB0Oin
46,0GKygEzFKdDqjK6GvAM7Xx
47,1wap9wHVL6wzhmQOuyhwMH
47,4PPiV0xlKze0D4G93UWLji
47,36meE3FrlfHJmc1Yi37JQx
47,1y9TsMuILnWQ2mCVDWyW9P
47,6Il0apAnz35yMWyT9rxPon
48,6uzUmf27nYfFrFp3uzinsd
48,5TeJDgTXvQhO9hYwAdXzC1
48,3ijwgHEI1JnYVZWZoT0844
48,3AAuervxRoXscHGUcWSAcf
48,5mcK8pEYkzaq0Max8NYhp9
48,5X712NBtBsX2wSIVFNi4us
48,5VJ27oeAiqxAYo10ttv8bZ
48,1mDY0cFnXlOfCxa89D8kMo
49,6Exq3WVSp688axzQFEwm0J
55,558H7AyiaOkSQSj7BKzPqe
57,2eMh8ISgK9dylE51SJUixA
57,64LxDEEDDtQfb4bTadJsyX
57,0XhFy7NAFb8b1grm26Xwh2
57,1a5Hi6hk75ftgzAVMkj5Lw
57,7p88z3YWYhaPZaHLYgtePc
57,5U1GG8R0bhz26zpGIOCRh1
57,798nT7XDNETwRon5Ri5wPc
57,52iURkrkvWkdhHVgIKe9Ql
57,2JnzGFSFbdDl1CyHkgtmN9
57,6A8hOmtlWTHBQTJpDVVBrs
57,74GmCCHsykRFaL4CDNmYvM
58,45aZM1UAGfThfsQ6haapFu
59,4P6n0udLAnmCNXVcobYbsK
59,7jLz9pQmzJ847KHLb80fIt
60,5SqSckut3FcoQKmGkMWgp1
60,27NV2KxoQ8WuLMqlTDI61F
60,4PhsKqMdgMEUSstTDAmMpg
60,4M83QmuswqgMndAF7o5r9R
60,6SiyY8zR6v82Cg7Ap8LHBr
61,3vlVbJmvSm3x5Hqmnzh8HI
61,5TmMsbWqvW28M2SCbonEJA
61,3JBOzhH9JVAleHVpSliZsF
61,2yoeDBgcxGeCmsUmSfVBT2
62,6olPSu0DIrpiLYBfgb0EAk
62,6H8tEitY5FbP5lEOepM7q8
62,0AhrylIofbjbcxsxg1l9cq
62,1PMWR2RkOu004EXVYNnNLA
62,2Ebe4m3sEMDLRN6OS6LW57
63,1QH87F5cuOt8ktLU2Dnh7E
63,4JqPCgla8OupgtITTKfKxS
63,6JtvXsOCLxILwhVaHS2nCC
63,1AKlm7RJZf4xtoVQd52ceN
64,7wYK5eCBWNtORRrToouC7s
64,1T52KxNU8dUsgLDVp7Vyk7
65,2NhjrPCaQzDULWWZ0kOcGU
68,1SWtzh0fKCtJsEr81LQBwK
68,744oWcHqeWsMPqmw0Kk3nT
68,2zfbCdonuCdrLjM3MptQST
68,5FTxnRNFm0fo19mW0Ohxrf
68,4ow6EHsOHLPX9hlKN9B6o8
68,2VWHnWb3hPNPMYApNpRaY4
68,4bzShxCWZohoReGHPEx5Hl
68,5rGbSgMdWQxxNOfIgggiPr
68,5HWbWIQq1VHYsmdwx3d0a5
68,1A2BqOUOvz924HjJO81FxE
68,0T3Am48iF9hhsHjtP1UVGF
68,3PSyUjQjmOgmxUE6pYQTn4
69,0U0ldCRmgCqhVvD6ksG63j
69,5GDzL9A3IihC8zm00RlH6Q
69,3uEwbhvBSlE3pWT9yQfC1P
69,4PAhh2XNch3bxpeAK5gzgW
69,199fvGLqoH23blptlIIz86
69,3KEFFD6Tpb2DnUwcUr8bAc
69,6bkMRRgsfAq7lv3iNT3xjD
69,6iMyunmahZQRO3iKEz9upu
70,3xqxETvPg43KWP0HOGiOmu
70,4Yr5SL7tfeRMAGkum5WzoY
71,0J8jhDDcK11FkEvqQFF63L
71,2LW50QiaAW4Zu2vWaTMlHV
71,5phPfGyYHQRPBjX8NSl7wA
71,6ZyKyJywb5ALzJ9gQvO0Au
72,1oPenAfTz9oa1RWNBGy0tO
72,0h8ojQz5giqSp3Q5EWUrRv
72,7JPLceER8o7HdnBpDekW48
72,0B2MhJr1jwsrj1PCb738hO
72,13qF2lDbgckpjag5HVDYzv
72,1ircjiuOwwFGKeAOipReCq
73,1snNAXmmPXCn0dkF9DaPWw
75,3fDrZa4ksxA5lgi0utGu6k
75,34E4Who6yQOUV8Pp7atgB6
75,6mafTTslxHDqr8xkEKrudG
76,4Jv7lweGIUOFQ7Oq2AtAh9
79,3UzHyDmqpBJR2J65h0702t
80,44CZRkOxv7UItaAUmh8PgN
80,6WuPZIlw1u8kgdtNlTksDc
80,0NbBxsA96XViZLMAJcIuVc
80,6PsjSsNn79fB9MCXLcK4tg
80,4daIsdmt7d4hDV4AOCaGuv
82,3rp2n5UsWpMPsNuPpFKEm1
82,5fHGOimObvIVedxB8FtoSs
82,5XWOc0FrONhEXdrXyk3uFl
82,3wmbn26NWXsCuhFASqaHZT
82,0dcYqomdM1WIGtSOPvpUBd
82,0FuthWCs604C7L1WGIz1kU
82,1v00DagDbX7kC9iWvgdL98
82,1feFNYKdEAs31Va7KuDQYJ
82,0iqX6rBAQVC4ghfoC4NK0N
82,5GdC0ACu6zqMt9BZyck4o5
