id,vid,name,artist,genre,tags,created_at,updated_at,staff,likes,director,spotify_id,spotify_pop,energy,danceability,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_id
339,q1MmYVcDyMs,Agape,Bear's Den,", folk rock, indie folk,",,12/25/15 0:00,,0,0,,0u3rkZ1Z5f1JIPHlLUX2Mi,0,0.564,0.585,4,-4.661,1,0.036,0.822,0.00507,0.344,0.41,148.583,27
224,OS6duOoxctw,Wishes,Beach House,", dream pop, indie rock,",,12/25/15 0:00,,0,0,,7x4tFmih1JBITx0e2ucGrT,0,0.77,0.313,7,-7.265,1,0.0335,0.128,0.0787,0.0873,0.186,74.749,26
264,cl3b7dDBLpo,Thinking About You,Calvin Harris,", edm, electro house, electropop, dance-pop, nu-disco,",,12/25/15 0:00,,0,0,,1KtD0xaLAikgIt5tPbteZQ,0,0.874,0.725,0,-3.715,0,0.0396,0.00262,0.000412,0.0958,0.74,127.985,41
245,BJj_0uiaRFM,Gold,Bondax,", electropop,",,12/25/15 0:00,,0,0,,5EUlMkyX5kwBp2SFU6PqVi,0,0.552,0.677,2,-8.764,0,0.254,0.0716,0.000838,0.0847,0.286,177.827,36
239,b-YmjBdNqc4,Baby I Got That,Bondax,", electropop,",,12/25/15 0:00,,0,0,,5VHDETSrZI6fCKuaa8YIZq,0,0.904,0.727,5,-7.968,0,0.0473,0.00708,0.697,0.1,0.742,119.99,36
416,cuZo7pLnL7c,No One's Gonna Love You,Band of Horses,", indie rock, southern rock, alternative country, folk,",,12/25/15 0:00,,0,0,,3LeNQIGi0zwmQm8WShZB95,0,0.188,0.547,1,-10.676,1,0.036,0.929,1.20E-06,0.714,0.194,135.657,24
335,h2S3RvIHwGs,Blackout,Breathe Carolina,", electropop, edm, electronic rock,",,12/25/15 0:00,,0,0,,3RLC8jJmDOZwrJ5izaISXr,0,0.819,0.662,6,-4.609,1,0.124,0.00537,0,0.0498,0.807,122.951,38
191,i3Jv9fNPjgk,212,Azealia Banks,", hardcore hip hop, dance-pop, indie pop, dance,",,12/25/15 0:00,,0,0,,4DXlMukYPm3OPFIiOgWKvh,0,0.789,0.858,11,-7.462,0,0.291,0.0852,0,0.229,0.658,125.993,21
137,IoBP24I2lwA,So Good,B.o.B,", hip hop, pop, rock,",,12/25/15 0:00,,0,0,,28GUjBGqZVcAV4PHSYzkj2,0,0.9,0.66,7,-5.02,1,0.14,0.0403,0,0.219,0.584,85.51,22
115,UtF6Jej8yb4,The Nights,Avicii,", edm, house, progressive house,",,12/25/15 0:00,,0,0,,0ct6r3EGTcMLPtrXHDvVjc,0,0.638,0.821,11,-8.069,0,0.049,0.00157,0.587,0.0802,0.605,122.994,20
89,pGXBR1wR-mo,Above the Clouds of Pompeii,Bear's Den,", folk rock, indie folk,",,12/25/15 0:00,,0,0,,723paR6LrVISFCXFPf5z57,0,0.382,0.559,4,-12.385,1,0.0327,0.841,0.000351,0.0894,0.137,100.74,27
88,x8ccDb6n5Wg,Old Pine,Ben Howard,", folk, rock,",,12/25/15 0:00,,0,0,,4PXb4gyyo85e3IYXa0eWkk,0,0.359,0.413,5,-10.843,1,0.0321,0.472,0.116,0.17,0.219,129.664,29
71,flNm0uy98eI,In Mind,Brothertiger,", electronic,",,12/25/15 0:00,,0,0,,0J8jhDDcK11FkEvqQFF63L,0,0.71,0.641,5,-7.904,1,0.0326,0.000694,0.0017,0.122,0.349,115.018,39
251,EeTPi2a2Ld4,My Last,Big Sean,", hip hop,",,12/25/15 0:00,,0,0,,70tFuqBcduJv15bEnOPRTh,0,0.789,0.4,8,-5.645,1,0.224,0.108,0,0.3,0.425,119.498,31
415,cMFWFhTFohk,The Funeral,Band of Horses,", indie rock, southern rock, alternative country, folk,",,12/25/15 0:00,,0,0,,4o0NjemqhmsYLIMwlcosvW,0,0.76,0.543,0,-7.166,0,0.0328,0.0572,0.77,0.451,0.0869,133.975,24
368,cHuRtBA5Esg,Boom Clap (Aeroplane Remix),Charli XCX,", electropop, dance pop,",,12/25/15 0:00,,0,0,,6t0lUQqLtQdFBxzddVas4d,0,0,0,0,0,0,0,0,0,0,0,0,44
158,8h3t2h4NKPY,Doses and Mimosas,Cherub,", nu-disco, electro-indie,",,12/25/15 0:00,,0,0,,44CZRkOxv7UItaAUmh8PgN,0,0,0,0,0,0,0,0,0,0,0,0,45
442,aP_-P_BS6KY,Talk Is Cheap,Chet Faker,", electronic, pbr&b, downtemp, soul, trip hop,",,12/25/15 0:00,,0,0,,3KfT22UTvoN3Cpg6dujW2F,0,0,0,0,0,0,0,0,0,0,0,0,46
268,5idPxzDg0VI,"""Ambidextrous"" - The Signal",Chief WaKil,", hip hop,",,12/25/15 0:00,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,47
151,16yiEXhOukg,My Body,Cleavage,", house,",,12/25/15 0:00,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,52
174,uMK0prafzw0,Ugly Boy,DIE ANTWOOD,", alternative hip hop, rave,",,12/25/15 0:00,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,61
183,vncbG-QJlng,Hi Custodian,Dirty Projectors,", indie rock, experimental pop,",,12/25/15 0:00,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,62
13,dwUug-ucBLc,The Worst Guys,Childish Gambino,", hip hop, r&b, alternative hip hop,",hip-hop/beach,12/25/15 0:00,,0,0,,7pRcWov3NHxi0GDkKdbSb0,0,0.684,0.613,5,-6.488,0,0.104,0.0534,0,0.0662,0.38,97.028,48
348,mTzEp4CeWT8,West Coast,Coconut Records,", indie, rock, pop,",,12/25/15 0:00,,0,0,,1AtnxUR7yOlRsfjzF2kpuv,0,0.582,0.531,7,-6.363,0,0.0259,0.399,6.01E-05,0.0541,0.359,80.046,53
147,EIQQnoeepgU,1998,Chet Faker,", electronic, pbr&b, downtemp, soul, trip hop,",,12/25/15 0:00,,0,0,,6T2BLEa8Qu8TKsIVMrwH8S,0,0.618,0.835,4,-9.575,0,0.0522,0.169,0.924,0.111,0.0676,114.978,46
214,CZa2lY9CFyM,DIP,Danny Brown,", alternative hip hop,",,12/25/15 0:00,,0,0,,29Zj1r8cek15xe08vNUOLy,0,0.882,0.751,1,-5.605,1,0.0819,0.0193,0,0.15,0.657,140.103,56
130,p3f-eDzkxcw,Telegraph Ave,Childish Gambino,", hip hop, r&b, alternative hip hop,",,12/25/15 0:00,,0,0,,7yCw7WbWOIRYe7z2aRjAaA,0,0.718,0.516,5,-8.571,0,0.257,0.15,0.0163,0.167,0.58,129.857,48
133,c-jKfLXYQqw,High Road,Cults,", indie rock, pop,",,12/25/15 0:00,,0,0,,1eZLrXjki3s7CiNKMlpHQe,0,0.921,0.582,4,-6.137,0,0.0377,0.00336,0.0708,0.41,0.715,119.182,54
139,zKCrSN9oXgQ,Ayo,Chris Brown,", hip hop,",,12/25/15 0:00,,0,0,,0k6DnZMLoEUH8NGD5zh2SE,0,0.561,0.823,6,-5.1,1,0.0432,0.0418,0,0.0904,0.636,98.033,50
361,Pphrk6wE5aw,The Sound of Settling,Death Cab For Cutie,", alternative rock, indie pop, indie rock,",,12/25/15 0:00,,0,0,,3OeQl1CTURzhwzd5R4KWrf,0,0.792,0.42,6,-5.909,1,0.028,0.00778,0.000621,0.214,0.713,175.389,60
122,JRfuAukYTKg,Titanium,David Guetta,", edm, house, progressive house, electro house, dance pop,",,12/25/15 0:00,,0,0,,77TT8Xvx637TpzV8kKGkUw,0,0.558,0.733,0,-5.129,0,0.179,0.00938,0.421,0.0655,0.467,126.001,57
363,pq-yP7mb8UE,I Will Possess Your Heart,Death Cab For Cutie,", alternative rock, indie pop, indie rock,",,12/25/15 0:00,,0,0,,77vYwoC7e3pVoPq8BA9CuL,0,0.576,0.622,7,-10.019,1,0.0275,0.373,0.0248,0.0797,0.733,133.025,60
148,LKYPYj2XX80,Around the World,Daft Punk,", house, electronic, disco, dance,",,12/25/15 0:00,,0,0,,1pKYYY0dkg23sQQXi0Q5zN,0,0.795,0.956,7,-5.311,1,0.15,0.00356,0.889,0.0906,0.84,121.294,55
213,NHfWY0is3rE,Grown Up,Danny Brown,", alternative hip hop,",,12/25/15 0:00,,0,0,,5ic68M3jaJTEUcEIh5PcqX,0,0.778,0.525,11,-4.977,0,0.27,0.04,0,0.325,0.671,90.496,56
299,AOPMlIIg_38,Boom Clap,Charli XCX,", electropop, dance pop,",,12/25/15 0:00,,0,0,,0PjkFSNBbpfYRYpAG4uuGb,0,0.589,0.476,4,-6.81,1,0.129,0.00417,7.54E-06,0.825,0.193,183.832,44
390,ZJQO_228-UA,I Like Tuh,Carnage,", hip hop, r&b,",,12/25/15 0:00,,0,0,,07oiSjg6TiehyOS3pRJo0l,0,0.564,0.598,1,-3.89,0,0.0684,0.337,0,0.379,0.568,174.909,42
64,hZf_xexzN74,Cold Nights,Chordashian,", electronic,",,12/25/15 0:00,,0,0,,7wYK5eCBWNtORRrToouC7s,0,0.871,0.614,1,-5.78,0,0.0358,0.0017,0.0643,0.114,0.413,125.027,49
343,qwyzdWVDGZ4,All I Want,Dawn Golden,", alternative,",,12/25/15 0:00,,0,0,,2ZOti5lbKK7yAolIwWT6Pf,0,0.605,0.347,0,-7.74,1,0.0561,0.335,0.004,0.0899,0.232,157.802,59
128,jx96Twg-Aew,Sober,Childish Gambino,", hip hop, r&b, alternative hip hop,",,12/25/15 0:00,,0,0,,6olUplztLFFfU7fMYmFXOP,0,0.601,0.699,0,-6.48,1,0.0304,0.0972,1.17E-05,0.562,0.436,98.04,48
181,YMPF6lpM0XM,Stillness is the Move,Dirty Projectors,", indie rock, experimental pop,",,12/25/15 0:00,,0,0,,5IHiX99uzPBDfN2MLHT3Mh,0,0.53,0.581,0,-5.778,1,0.101,0.106,6.38E-06,0.0756,0.546,76.43,62
182,vlvKLNghq6Y,About to Die,Dirty Projectors,", indie rock, experimental pop,",,12/25/15 0:00,,0,0,,0byUGapJ70OOpxIC3U1jlf,0,0.307,0.218,2,-8.722,1,0.0349,0.974,0.00996,0.101,0.177,75.822,62
129,tG35R8F2j8k,3005,Childish Gambino,", hip hop, r&b, alternative hip hop,",,12/25/15 0:00,,0,0,,3Z2sglqDj1rDRMF5x0Sz2R,0,0.469,0.46,11,-6.364,0,0.362,0.113,0,0.12,0.667,82.868,48
47,bkk2H3Ztrfk,White Noise,Disclosure,", house, deep house, uk garage, synthpop, future garage, uk funky,",,12/25/15 0:00,,0,0,,1wap9wHVL6wzhmQOuyhwMH,0,0.584,0.709,5,-11.125,0,0.0622,0.0467,0.0786,0.128,0.497,131.984,63
460,ZTidn2dBYbY,True Survivor,David Hasselhoff,", pop, rock,",,12/25/15 0:00,,0,0,,7qmc9aGD1WuX9tnGJX5dC4,0,0.97,0.645,6,-4.947,0,0.0786,0.0344,0,0.0721,0.396,149.071,58
556,UI9WCl4Cd8E,Order More,G-Eazy,", chill rap, hip hop,   ,",,3/2/16 6:38,,0,3,,5O2Yjlcs5pSpHq1gcA0cwg,0,0,0,0,0,0,0,0,0,0,0,0,65
306,P8iqTWn7xbg,Runaround Sue,G-Eazy,", hip hop,",,12/25/15 0:00,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,65
325,nVnNGDWJDKg,Don't Stop,Gigamesh,", electronic, retro,",,12/25/15 0:00,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,67
336,Wgz-PvgiO9M,Dream On,Gigamesh,", electronic, retro,",,12/25/15 0:00,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,67
204,OrpXSly9gHY,Even Though,Giraffage ,", electronic, dreampop, lo-fi, trap,",,12/25/15 0:00,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,69
90,OJpC9JqSnJk,The Knife,Grizzly Bear,", indie rock, folk rock, psychadelic pop, neo-psychadelia, art rock, experimental,",,12/25/15 0:00,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,73
421,hN-HKyBivTk,Too Much (Jarreau Vandal Remix),Drake,", hip hop, r&b,",,12/25/15 0:00,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,77
394,Orq_75kFi8I,Bloodstream,Ed Sheeran ,", acoustic, folk, pop,",,12/25/15 0:00,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,79
91,4306i99LMXo,Home,Edward Sharpe,", indie folk, psychedelic folk, folk rock, freak folk, new weird america, neo-psychedelia,",,12/25/15 0:00,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,81
96,buQpcpQqdKo,Desert Song,Edward Sharpe,", indie folk, psychedelic folk, folk rock, freak folk, new weird america, neo-psychedelia,",,12/25/15 0:00,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,81
72,hi4pzKvuEQM,Gold,Chet Faker,", electronic, pbr&b, downtemp, soul, trip hop,",,12/25/15 0:00,,1,0,,1oPenAfTz9oa1RWNBGy0tO,0,0.505,0.616,1,-9.307,1,0.058,0.381,0.00115,0.161,0.23,139.956,46
170,FCbWLSZrZfw,Chum,Earl Sweatshirt,", hip hop, horrorcore,",,12/25/15 0:00,,0,0,,6plT7nFGiXKSBP9HFSI4ef,0,0.503,0.51,10,-8.756,0,0.242,0.0216,0.002,0.108,0.194,153.582,78
68,JI6fDb6IBmU,Foreign Language,Flight Facilities,", disco, house, indie pop,electronic,",,12/25/15 0:00,,1,0,,1SWtzh0fKCtJsEr81LQBwK,0,0.701,0.791,11,-7.315,0,0.0438,0.0851,0.73,0.0391,0.862,119.996,75
290,ABzh6hTYpb8,Helena Beat,Foster The People,", indie pop, alternative rock, indielectronica, alternative dance, neo-psychedelia,",,12/25/15 0:00,,0,0,,4VbDJMkAX3dWNBdn3KH6Wx,0,0.876,0.67,5,-4.905,0,0.0536,0.0127,0.00302,0.109,0.735,126.968,82
84,Or-GhD9nZkg,"Stereo Love (Molella Remix),",Edward Maya,", house, electronic,",,12/25/15 0:00,,0,0,,7KW1JDjDgrPn3HBYO3imer,0,0.802,0.805,1,-6.238,0,0.064,0.0166,0.00417,0.0937,0.33,127.018,80
202,GnXqUHgNgs0,LOADED,G-Eazy,", hip hop,",,12/25/15 0:00,,0,0,,6uz0z5oMeC8QWfTHeR5qlF,0,0.881,0.762,4,-5.632,1,0.303,0.156,0,0.153,0.613,135.943,65
79,SyTchswHxhY,You're the One For Me,Great Good Fine OK,", pop,",,12/25/15 0:00,,0,0,,3UzHyDmqpBJR2J65h0702t,0,0.655,0.63,0,-6.708,0,0.0366,0.0381,0.00606,0.168,0.326,102.009,72
55,Ra9lFNglvIQ,All My Life,Gigamesh,", electronic, retro,",,12/25/15 0:00,,0,0,,558H7AyiaOkSQSj7BKzPqe,0,0.599,0.688,9,-5.833,1,0.0538,0.0136,0.0406,0.081,0.905,99.003,67
63,3Hv1DElPXV0,Tell Me,Giraffage,", electronic, dreampop, lo-fi, trap,",,12/25/15 0:00,,0,0,,1QH87F5cuOt8ktLU2Dnh7E,0,0.677,0.543,0,-4.212,1,0.331,0.0846,0.000105,0.103,0.676,138.962,68
189,4nsKDJlpUbA,When a Fire Starts to Burn,Disclosure,", house, deep house, uk garage, synthpop, future garage, uk funky,",,12/25/15 0:00,,0,0,,7qVLZuvzNjyiy3TVtEBwBE,0,0.746,0.867,7,-6.969,1,0.208,0.00975,0.000879,0.238,0.658,123.954,63
142,HdfgiIBzsBM,Wait On Me,Pell ft.Dent May,", hip hop, rap,",,12/25/15 0:00,,0,0,,2HpAZHzHc9ldYvrNWu0YZV,0,0.575,0.595,6,-7.244,0,0.0357,0.0307,0,0.558,0.106,110.009,64
82,l35GTSbKMpY,Embrace,Goldroom,", nu-disco, deep house, electropop, tropical house,",,12/25/15 0:00,,0,0,,3rp2n5UsWpMPsNuPpFKEm1,0,0.587,0.726,0,-6.066,1,0.0322,0.0696,4.48E-05,0.161,0.496,107.988,70
342,vm3JMC2HiWc,Move On,Garden City Movement,", electronic, chillwave, indie pop, trip hop,",,12/25/15 0:00,,1,0,,6xPkf69rcfWM0Jfll6V3uo,0,0.565,0.655,9,-9.686,1,0.256,0.1,0.777,0.105,0.193,116.977,76
17,J2ouQMCcOz4,NRG,Duck Sauce,", house, nu-disco, dance,",weird/strange/sales/show,12/25/15 0:00,,1,0,,1kU6CHxvOFoMLPzRwzVLUl,0,0.909,0.691,8,-4.407,1,0.395,0.0532,1.43E-05,0.38,0.744,127.848,74
134,0FcDXL5Aw0o,Hive,Earl Sweatshirt,", hip hop, horrorcore,",,12/25/15 0:00,,0,0,,6JKoTnberZoBgUuxa6l4Kh,0,0.742,0.619,1,-6.995,1,0.496,0.204,0,0.166,0.784,144.602,78
423,tZ5Mu2gs-M8,Grief,Earl Sweatshirt,", hip hop, horrorcore,",,12/25/15 0:00,,0,0,,47A4a2ZxJaZz5nBME2HtXs,0,0.594,0.658,8,-6.15,1,0.201,0.507,0.0871,0.07,0.601,91.054,78
411,WhmyWYmO3uA,Seconds,Ghost Loft,", electronic, r&b,",,12/25/15 0:00,,0,0,,7603o589huckPbiELnUKgu,0,0.526,0.635,1,-8.073,1,0.103,0.176,0.527,0.0966,0.267,92.979,66
169,CxnaPa8ohmM,I Mean It,G-Eazy,", hip hop,",,12/25/15 0:00,,0,0,,6jmTHeoWvBaSrwWttr8Xvu,0,0.56,0.716,5,-5.99,0,0.0909,0.12,0,0.135,0.147,139.852,65
266,VzjQ8-dU3W8,First Day Of Summer,INTUITION ,", hip hop,",,12/25/15 0:00,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,85
253,LUg7G3CPos0,"Girls, Girls, Girls",Jay-Z,", hip hop,",,12/25/15 0:00,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,87
389,URbDgvXiGfg,All I Need,Juicy J.,", hip hop,",,12/25/15 0:00,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,90
114,Jg5wkZ-dJXA,Runaway (Full Length),Kanye West,", hip hop,",,12/25/15 0:00,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,92
187,TEFKZ-7x7xU,Nightcall,Kavinsky,", synthpop, new wave, alternative dance,",,12/25/15 0:00,,0,0,,0U0ldCRmgCqhVvD6ksG63j,0,0,0,0,0,0,0,0,0,0,0,0,93
247,Xt22KvnRSL4,Make Her Say,"Kid Cudi ft. Kanye West, Common",", hip hop,",,12/25/15 0:00,,0,0,,7dZAPeA3Of5j5Vaef0DQ6M,0,0,0,0,0,0,0,0,0,0,0,0,97
