576,foE1mO2yM04,I TOOK A PILL IN IBIZA (SEEB REMIX),Mike Posner,1,", electronic, pop,   ,",,3/16/16 5:18,18:35.5,0,1,,7HzCxalzzYQOFb9a7Xs3j6,0
249,nAQVGx1vzrk,Fuckin' Problems,A$AP Rocky,2,", hip hop, cloud rap,",,12/25/15 0:00,,0,0,,0,0
145,5v6JUzxWoGw,Multiply,A$AP Rocky,2,", hip hop, cloud rap,",,12/25/15 0:00,,0,0,,21tQ61tNj6qbXbDwmSIPt9,0
248,2reEeG2Ho_g,G.O.O.D. Morning,2 Chainz,3,", hip hop,",,12/25/15 0:00,,0,0,,51oVwsllGkGySCLW6inIXE,0
199,58RSC7HO9aU,Easy Rider,Action Bronson,4,", hip hop,",,12/25/15 0:00,,0,0,,4AH8GJVosfrbfhe5NVTAnx,0
52,86vDxRr2ELA,Teenage Crimes,Adrian Lux,5,", techno, house,",,12/25/15 0:00,,0,0,,1E2tRwT1GIHk1a8oYQMfjC,0
51,ksocjhxX_DQ,No Beef,AfroJack and Steve Aoki,6,", electro house,",,12/25/15 0:00,,0,0,,0,0
70,aNYjOVo5IEw,Something Good,Alt-J,7,", indie rock, indie pop, art rock, folktronica,",,12/25/15 0:00,,0,0,,3xqxETvPg43KWP0HOGiOmu,0
10,dCCXq9QB-dQ,Hunger of the Pine,Alt-J,7,", indie rock, indie pop, art rock, folktronica,",arrows/forest/running,12/25/15 0:00,,0,0,,2mkv1b3dRFyiJ4Ybq31owf,0
102,#NAME?,Every Other Freckle,Alt-J,7,", indie rock, indie pop, art rock, folktronica,",,12/25/15 0:00,,0,0,,6BVBkKpZK09NmifUMZqj1z,0
101,rVeMiVU77wo,Breezeblocks,Alt-J,7,", indie rock, indie pop, art rock, folktronica,",,12/25/15 0:00,,0,0,,3n69hLUdIsSa1WlRmjMZlW,0
359,npvNPORFXpc,Fitzpleasure,Alt-J,7,", indie rock, indie pop, art rock, folktronica,",,12/25/15 0:00,,0,0,,7DdXf9x75iEVCHWfoRwRuR,0
230,VfCSx5641U4,"Your Drums, Your Love",AlunaGeorge,8,", synthpop, trip hop, r&b, uk garage,",,12/25/15 0:00,,0,0,,7IdTIjPXUc7bJQyabnmQiT,0
231,Vhh-XF01Ats,Best Be Believing,AlunaGeorge,8,", synthpop, trip hop, r&b, uk garage,",,12/25/15 0:00,,0,0,,1hcjoDBAhytssvgrY0gJuN,0
232,iDAScB0kacU,Just A Touch,AlunaGeorge,8,", synthpop, trip hop, r&b, uk garage,",,12/25/15 0:00,,0,0,,6DKkFKlKS8lIOFvVacOfhc,0
233,cmXZuv5BaHg,You Know You Like It,AlunaGeorge,8,", synthpop, trip hop, r&b, uk garage,",,12/25/15 0:00,,0,0,,57kR5SniQIbsbVoIjjOUDa,0
210,qYqjOcsXjMI,M.O.P.E.,Ambassadeurs,9,", electronic, chill,",,12/25/15 0:00,,0,0,,4R3Cp4YmYqJEw3URx8eu5P,0
38,93HWMspjxqI,One in a Million,Andrew Rayel,10,", trance, big room trance,",,12/25/15 0:00,,0,0,,0TNeJWS27u6zKUFJ4HBHGH,0
386,zol2MJf6XNE,My Girls,Animal Collective,11,", experimental pop, psychadelic pop, freak folk, electronic, noise pop, neo-psychedelia,",,12/25/15 0:00,,0,0,,1kn0qoZsAYz2IEOSmWGrvX,0
215,KxJdMhfn9g4,I Met You,Anna Lunoe ,12,", dance,",,12/25/15 0:00,,0,0,,0,0
121,hRXc_-c_9Xc,We Exist,Arcade Fire,13,", indie rock, art rock, baroque pop, post-punk revival,",,12/25/15 0:00,,0,0,,3hDpkvXDbmcrKya8CUS6lN,0
281,5Euj9f3gdyM,The Suburbs,Arcade Fire,13,", indie rock, art rock, baroque pop, post-punk revival,",,12/25/15 0:00,,0,0,,7HCj6qN0tG2HN1eLQyWUBg,0
283,NuSbELCNloc,Sprawl II (Mountains Beyond Mountains),Arcade Fire,13,", indie rock, art rock, baroque pop, post-punk revival,",,12/25/15 0:00,,0,0,,2GO8ZpAPxr1obsQ9PqSQc5,0
327,ToNBGOoE3S4,The Suburbs (Mr. Little Jeans Remix),Arcade Fire,13,", indie rock, art rock, baroque pop, post-punk revival,",,12/25/15 0:00,,0,0,,0,0
328,hv1514WChRw,Sprawl II (Soulwax Remix),Arcade Fire,13,", indie rock, art rock, baroque pop, post-punk revival,",,12/25/15 0:00,,0,0,,0,0
242,H8tLS_NOWLs,Snap Out of It,Arctic Monkeys,14,", indie rock, psychadelic rock, post-punk revival,",,12/25/15 0:00,,0,0,,30uJNlHIjfDeE4vr8g9fpf,0
374,FFhs6_b8tzs,Feel I Bring,Aer,15,", hip hop, alternative, rap, reggae, pop,",,12/25/15 0:00,,0,0,,67G84ZLTSoiRLmojkuBLzw,0
136,Bznxx12Ptl0,I'm an Albatraoz,AronChupa,16,", electro house, nu-disco, hip hop, hip house, electropop, melbourne bounce,",,12/25/15 0:00,,0,0,,5MhsZlmKJG6X5kTHkdwC4B,0
141,iXZxipry6kE,Shabba,ASAP Ferg,17,", hip hop,",,12/25/15 0:00,,0,0,,0,0
212,r6I2Ek_j_Xc,Wassup,ASAP Rocky,18,", hip hop,",,12/25/15 0:00,,0,0,,0,0
434,KuZ2QZKYj7c,Purple Swag,ASAP Rocky,18,", hip hop,",,12/25/15 0:00,,0,0,,0,0
381,qYx7YG0RsFY,I Love College,Asher Roth,19,", hip hop,",,12/25/15 0:00,,0,0,,1akgiRM3mN2nxu2AX6ACCW,0
115,UtF6Jej8yb4,The Nights,Avicii,20,", edm, house, progressive house,",,12/25/15 0:00,,0,0,,0ct6r3EGTcMLPtrXHDvVjc,0
188,IcrbM1l_BoI,Wake Me Up,Avicii,20,", edm, house, progressive house,",,12/25/15 0:00,,0,0,,4h8VwCb1MTGoLKueQ1WgbD,0
191,i3Jv9fNPjgk,212,Azealia Banks,21,", hardcore hip hop, dance-pop, indie pop, dance,",,12/25/15 0:00,,0,0,,4DXlMukYPm3OPFIiOgWKvh,0
137,IoBP24I2lwA,So Good,B.o.B,#REF!,", hip hop, pop, rock,",,12/25/15 0:00,,0,0,,28GUjBGqZVcAV4PHSYzkj2,0
106,feA64wXhbjo,Shooting Stars,Bag Raiders,#REF!,", alternative dance, electronica,synthpop, indietronica, house,",,12/25/15 0:00,,0,0,,6qWNnWeTNTr4nulEtHh96A,0
415,cMFWFhTFohk,The Funeral,Band of Horses,#REF!,", indie rock, southern rock, alternative country, folk,",,12/25/15 0:00,,0,0,,4o0NjemqhmsYLIMwlcosvW,0
416,cuZo7pLnL7c,No One's Gonna Love You,Band of Horses,#REF!,", indie rock, southern rock, alternative country, folk,",,12/25/15 0:00,,0,0,,3LeNQIGi0zwmQm8WShZB95,0
395,Ucm-O93w91A,My Turn,Basement Jaxx,#REF!,", house, electric, uk garage, big beat,",chill/electronic,12/25/15 0:00,,0,0,,0FfGKGBEHdgN5nNHADbbBz,0
224,OS6duOoxctw,Wishes,Beach House,#REF!,", dream pop, indie rock,",,12/25/15 0:00,,0,0,,7x4tFmih1JBITx0e2ucGrT,0
89,pGXBR1wR-mo,Above the Clouds of Pompeii,Bear's Den,#REF!,", folk rock, indie folk,",,12/25/15 0:00,,0,0,,723paR6LrVISFCXFPf5z57,0
339,q1MmYVcDyMs,Agape,Bear's Den,#REF!,", folk rock, indie folk,",,12/25/15 0:00,,0,0,,0u3rkZ1Z5f1JIPHlLUX2Mi,0
300,OhvH1pyVLzw,Before You Go,Beat Culture,#REF!,", electronic,",,12/25/15 0:00,,0,0,,0,0
88,x8ccDb6n5Wg,Old Pine,Ben Howard,#REF!,", folk, rock,",,12/25/15 0:00,,0,0,,4PXb4gyyo85e3IYXa0eWkk,0
431,2XY3AvVgDns,Countdown,Beyonce,#REF!,", r&b, pop, hip hop, soul,",,12/25/15 0:00,,0,0,,0,0
